tanggal,judul,judul_link,konten_full
"","","","OCTOBER 24, 2023\nLeading A National Statistics Office Workshop (LANSOW) 2023\n\n“Kepemimpinan adalah kualitas yang dimiliki oleh seseorang yang memungkinkan orang tersebut memimpin sekelompok orang dengan memperhatikan pendapat semua orang tetapi terkadang membuat keputusan yang sulit. Pemimpin berkonsultasi, mendelegasikan, dan membuat pilihan yang bijak demi kepentingan kebaikan yang lebih besar. Saya percaya bahwa Anda telah mempertajam keterampilan kepemimpinan Anda selama pelatihan ini dan Anda semua akan kembali ke rumah sebagai pemimpin yang lebih baik.” Pernyataan ini diucapkan oleh Imam Machdi dalam acara Penutupan Kegiatan LANSOW 2023 pada Jum’at, 20 Oktober 2023 di Hotel Amaranta Prambanan, Yogyakarta.\n\nLANSOW adalah program kerjasama peningkatan kapasitas kepemimpinan organisasi statistik yang diselenggarakan melalui kolaborasi antara Australian Bureau of Statistics (ABS) dan Badan Pusat Statistik (BPS). Penyelenggaraan LANSOW tahun ini adalah yang ke-11 kali dilakukan di Indonesia. Kolaborasi antara ABS dan BPS sudah terjalin selama 30 tahun berdasarkan mutual respect dan saling bertukar pengalaman dan ilmu pengetahuan terkait penyelenggaraan statistik antar kedua negara.\n\nKegiatan LANSOW tahun ini mengambil tema “Statistical Capability Building Partnership” dan diikuti oleh 30 orang peserta terpilih yang terdiri dari pejabat eselon 3 dan pejabat fungsional madya dari seluruh Indonesia.\n\nSelama kegiatan, seluruh peserta dipandu untuk berdiskusi terkait materi yang disajikan oleh fasilitator. Diskusi berjalan sangat interaktif meskipun menggunakan Bahasa Inggris namun peserta terlihat sangat antusias mengikuti rangkaian kegiatan workshop.\n\nSelain kegiatan di dalam ruangan, LANSOW 2023 juga menyelenggarakan kegiatan outdoor untuk meningkatkan kerjasama dan kolaborasi antarpeserta. Permainan-permainan yang dilakukan menambah semangat para peserta dalam mengikuti kegiatan ini sehingga tercipta suasana fun-learning selama kegiatan pembelajaran.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyxt_4sLvXN/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid023gDAZJrHXizqy2FEFhCbKKEXJqL7yvRcxgos5J69WRGo9anS4hUHAs9E5tM5RCeGl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 24, 2023\nLeading A National Statistics Office Workshop (LANSOW) 2023\n\n“Kepemimpinan adalah kualitas yang dimiliki oleh seseorang yang memungkinkan orang tersebut memimpin sekelompok orang dengan memperhatikan pendapat semua orang tetapi terkadang membuat keputusan yang sulit. Pemimpin berkonsultasi, mendelegasikan, dan membuat pilihan yang bijak demi kepentingan kebaikan yang lebih besar. Saya percaya bahwa Anda telah mempertajam keterampilan kepemimpinan Anda selama pelatihan ini dan Anda semua akan kembali ke rumah sebagai pemimpin yang lebih baik.” Pernyataan ini diucapkan oleh Imam Machdi dalam acara Penutupan Kegiatan LANSOW 2023 pada Jum’at, 20 Oktober 2023 di Hotel Amaranta Prambanan, Yogyakarta.\n\nLANSOW adalah program kerjasama peningkatan kapasitas kepemimpinan organisasi statistik yang diselenggarakan melalui kolaborasi antara Australian Bureau of Statistics (ABS) dan Badan Pusat Statistik (BPS). Penyelenggaraan LANSOW tahun ini adalah yang ke-11 kali dilakukan di Indonesia. Kolaborasi antara ABS dan BPS sudah terjalin selama 30 tahun berdasarkan mutual respect dan saling bertukar pengalaman dan ilmu pengetahuan terkait penyelenggaraan statistik antar kedua negara.\n\nKegiatan LANSOW tahun ini mengambil tema “Statistical Capability Building Partnership” dan diikuti oleh 30 orang peserta terpilih yang terdiri dari pejabat eselon 3 dan pejabat fungsional madya dari seluruh Indonesia.\n\nSelama kegiatan, seluruh peserta dipandu untuk berdiskusi terkait materi yang disajikan oleh fasilitator. Diskusi berjalan sangat interaktif meskipun menggunakan Bahasa Inggris namun peserta terlihat sangat antusias mengikuti rangkaian kegiatan workshop.\n\nSelain kegiatan di dalam ruangan, LANSOW 2023 juga menyelenggarakan kegiatan outdoor untuk meningkatkan kerjasama dan kolaborasi antarpeserta. Permainan-permainan yang dilakukan menambah semangat para peserta dalam mengikuti kegiatan ini sehingga tercipta suasana fun-learning selama kegiatan pembelajaran.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyxt_4sLvXN/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid023gDAZJrHXizqy2FEFhCbKKEXJqL7yvRcxgos5J69WRGo9anS4hUHAs9E5tM5RCeGl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 22, 2023\nApi Semangat Bela Negara pada Pelatihan Dasar CPNS Golongan II Angkatan ke-28 dan 29\n1 / 9\n\nPembelajaran Blended Learning pada Pelatihan Dasar (Latsar) CPNS BPS Tahun 2023 telah memasuki tahap akhir. Setelah melewati masa Pembelajaran Jarak Jauh, dan Habituasi di unit kerja, para peserta Latsar CPNS Golongan II Angkatan ke-28 dan 29 memulai tahap pembelajaran klasikal di Pusdiklat BPS pada Senin (16/10).\n\nPembelajaran klasikal Latsar CPNS berlangsung selama 6 hari kerja dan terdiri dari beberapa rangkaian kegiatan seperti pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, juga seminar laporan aktualisasi.\n\nTahapan pembelajaran klasikal diakhiri dengan Upacara Api Semangat Bela Negara (ASBN) pada Sabtu (21/10). Kegiatan yang berlokasi di Bogor ini merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill dan utamanya untuk membentuk karakter, sikap dan perilaku peserta agar menjadi PNS yang profesional dan disiplin. Acara diakhiri dengan prosesi Penyalaan Api Semangat Bela Negara dan penciuman Bendera Merah Putih diawali oleh Pimpinan Acara, Kepala Bagian Umum Pusdiklat BPS, Watekhi.\n\nDalam tahapan pembelajaran klasikal ini, peserta dituntut untuk dapat lebih menghargai waktu yang harapannya akan bermanfaat ketika mereka kembali ke lingkungan kerja masing-masing.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cysrq0WxRaf/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0SMD7WPEXnFrYU3PyGunUySHeZVZRrSKM1aCbjzCQVBe71V6nAmAG8sSZzfEWewjMl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 22, 2023\nApi Semangat Bela Negara pada Pelatihan Dasar CPNS Golongan II Angkatan ke-28 dan 29\n1 / 9\n\nPembelajaran Blended Learning pada Pelatihan Dasar (Latsar) CPNS BPS Tahun 2023 telah memasuki tahap akhir. Setelah melewati masa Pembelajaran Jarak Jauh, dan Habituasi di unit kerja, para peserta Latsar CPNS Golongan II Angkatan ke-28 dan 29 memulai tahap pembelajaran klasikal di Pusdiklat BPS pada Senin (16/10).\n\nPembelajaran klasikal Latsar CPNS berlangsung selama 6 hari kerja dan terdiri dari beberapa rangkaian kegiatan seperti pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, juga seminar laporan aktualisasi.\n\nTahapan pembelajaran klasikal diakhiri dengan Upacara Api Semangat Bela Negara (ASBN) pada Sabtu (21/10). Kegiatan yang berlokasi di Bogor ini merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill dan utamanya untuk membentuk karakter, sikap dan perilaku peserta agar menjadi PNS yang profesional dan disiplin. Acara diakhiri dengan prosesi Penyalaan Api Semangat Bela Negara dan penciuman Bendera Merah Putih diawali oleh Pimpinan Acara, Kepala Bagian Umum Pusdiklat BPS, Watekhi.\n\nDalam tahapan pembelajaran klasikal ini, peserta dituntut untuk dapat lebih menghargai waktu yang harapannya akan bermanfaat ketika mereka kembali ke lingkungan kerja masing-masing.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cysrq0WxRaf/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0SMD7WPEXnFrYU3PyGunUySHeZVZRrSKM1aCbjzCQVBe71V6nAmAG8sSZzfEWewjMl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 19, 2023\nPembukaan Kegiatan Leading in a National Statistics Office Workshop (LANSOW) Tahun 2023\n\n“The important role of BPS leaders in responding to the challenges of statistics in the future is really necessary. Change in BPS is a inevitable and must be done. I hope all participants are already be adaptive and collaborative, and also have an agile mindset for a better BPS in the future.” said the Principal Secretary of the Statistics Indonesia (BPS), Mr. Atqo Mardiyanto, at the opening ceremony of LANSOW 2023 on Wednesday, October 18, 2023 at the Amaranta Prambanan Hotel, Yogyakarta.\n\nLANSOW is a cooperation program to improve the capacity of leadership of statistical organizations that is organized through a collaboration between the Australian Bureau of Statistics (ABS) and Statistics Indonesia (BPS). The implementation of LANSOW this year is the 11th time it has been held in Indonesia, the collaboration that has occurred between ABS and BPS has been established for 30 years based on mutual respect and mutual exchange of experiences and knowledge related to the implementation of statistics between the two countries.\n\nThe opening of the LANSOW 2023 event was attended by several guests, including as facilitators, ABS Senior Adviser Mrs. Celia Moss, ABS Director of International Relations – Michael Abbondante and ABS Program Manager of the DFAT funded Indonesia Program – Darrian Collins, and the Head of BPS Educational and Training Center (Pusdiklat) Mr. Suntono, the Head of the Public Relations and Legal Bureau of the Statistics Indonesia (BPS) Mrs. Margaretha Ari Anggorowati, and the Head of the Statistics of the Special Region of Yogyakarta Mrs. Herum Fajarwati.\n\nIn his guidance, the Principal Secretary (Sestama) conveyed a message to the participants to be able to focus on attending LANSOW and studying the material carefully, be able to set and map out goals after the LANSOW program, be committed to implementing the results obtained during LANSOW, and be able to prepare themselves to become future leaders of BPS who are agile and collaborative.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CykCpnwRmIK/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02DY99hGZQNFuXMTcr9YP3Mxt4MHHXBcX7yAGE8kcqtwrMfgE71EMjj6hnhv8oD1fKl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 19, 2023\nPembukaan Kegiatan Leading in a National Statistics Office Workshop (LANSOW) Tahun 2023\n\n“The important role of BPS leaders in responding to the challenges of statistics in the future is really necessary. Change in BPS is a inevitable and must be done. I hope all participants are already be adaptive and collaborative, and also have an agile mindset for a better BPS in the future.” said the Principal Secretary of the Statistics Indonesia (BPS), Mr. Atqo Mardiyanto, at the opening ceremony of LANSOW 2023 on Wednesday, October 18, 2023 at the Amaranta Prambanan Hotel, Yogyakarta.\n\nLANSOW is a cooperation program to improve the capacity of leadership of statistical organizations that is organized through a collaboration between the Australian Bureau of Statistics (ABS) and Statistics Indonesia (BPS). The implementation of LANSOW this year is the 11th time it has been held in Indonesia, the collaboration that has occurred between ABS and BPS has been established for 30 years based on mutual respect and mutual exchange of experiences and knowledge related to the implementation of statistics between the two countries.\n\nThe opening of the LANSOW 2023 event was attended by several guests, including as facilitators, ABS Senior Adviser Mrs. Celia Moss, ABS Director of International Relations – Michael Abbondante and ABS Program Manager of the DFAT funded Indonesia Program – Darrian Collins, and the Head of BPS Educational and Training Center (Pusdiklat) Mr. Suntono, the Head of the Public Relations and Legal Bureau of the Statistics Indonesia (BPS) Mrs. Margaretha Ari Anggorowati, and the Head of the Statistics of the Special Region of Yogyakarta Mrs. Herum Fajarwati.\n\nIn his guidance, the Principal Secretary (Sestama) conveyed a message to the participants to be able to focus on attending LANSOW and studying the material carefully, be able to set and map out goals after the LANSOW program, be committed to implementing the results obtained during LANSOW, and be able to prepare themselves to become future leaders of BPS who are agile and collaborative.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CykCpnwRmIK/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid02DY99hGZQNFuXMTcr9YP3Mxt4MHHXBcX7yAGE8kcqtwrMfgE71EMjj6hnhv8oD1fKl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembukaan Pelatihan Pengantar Manajemen ASN Tahun 2023\n\nPusat Pendidikan dan Pelatihan BPS pada pagi hari ini, Senin (16/10) menyelenggarakan kegiatan Pembukaan Pelatihan Pengantar Manajemen Aparatur Sipil Negara Tahun Anggaran 2023 secara luring di Ruang Conference. Pelatihan ini merupakan kerja sama antara Pusdiklat BPS dan Pusbangpeg BKN yang diikuti oleh 40 peserta dari Biro SDM, Biro Humas dan Hukum, Pusdiklat BPS, dan BPS Provinsi.\n\nKoordinator Tim Penyelenggaraan Pelatihan, Arezia dalam laporannya menyampaikan bahwa pelatihan ini dilaksanakan pada tanggal 11 sd 20 Oktober secara blended learning yang diawali dengan overview secara daring dan MOOC kemudian dilanjutkan dengan pembelajaran klasikal di Pusdiklat BPS. Setiap peserta diwajibkan memaparkan Rencana Tindak Lanjut (RTL) di hari terakhir pelatihan.\n\nKepala Bagian Umum BPS, Watekhi pada sambutannya menyampaikan bahwa Manajemen ASN merupakan Pengelolaan ASN dalam menghasilkan pegawai ASN yang profesional, memiliki nilai dasar, etika profesi, bebas dari intervensi politik, bersih dari praktik korupsi, kolusi, dan nepotisme. Pengelola ASN tentunya perlu dibekali terkait bagaimana mengelola ASN yang sesuai ketentuan yang berlaku, agar tidak hanya meningkatkan keahlian individu juga meningkatkan kerja instansi.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyc_ZUPR7HK/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0vbo3dLAEKjqSRcBjXdC3HREdvLyoPLoFAzqEPrrM1Lz7Wd1KeUjT2EwFVfxt6Vzjl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembukaan Pelatihan Pengantar Manajemen ASN Tahun 2023\n\nPusat Pendidikan dan Pelatihan BPS pada pagi hari ini, Senin (16/10) menyelenggarakan kegiatan Pembukaan Pelatihan Pengantar Manajemen Aparatur Sipil Negara Tahun Anggaran 2023 secara luring di Ruang Conference. Pelatihan ini merupakan kerja sama antara Pusdiklat BPS dan Pusbangpeg BKN yang diikuti oleh 40 peserta dari Biro SDM, Biro Humas dan Hukum, Pusdiklat BPS, dan BPS Provinsi.\n\nKoordinator Tim Penyelenggaraan Pelatihan, Arezia dalam laporannya menyampaikan bahwa pelatihan ini dilaksanakan pada tanggal 11 sd 20 Oktober secara blended learning yang diawali dengan overview secara daring dan MOOC kemudian dilanjutkan dengan pembelajaran klasikal di Pusdiklat BPS. Setiap peserta diwajibkan memaparkan Rencana Tindak Lanjut (RTL) di hari terakhir pelatihan.\n\nKepala Bagian Umum BPS, Watekhi pada sambutannya menyampaikan bahwa Manajemen ASN merupakan Pengelolaan ASN dalam menghasilkan pegawai ASN yang profesional, memiliki nilai dasar, etika profesi, bebas dari intervensi politik, bersih dari praktik korupsi, kolusi, dan nepotisme. Pengelola ASN tentunya perlu dibekali terkait bagaimana mengelola ASN yang sesuai ketentuan yang berlaku, agar tidak hanya meningkatkan keahlian individu juga meningkatkan kerja instansi.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyc_ZUPR7HK/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0vbo3dLAEKjqSRcBjXdC3HREdvLyoPLoFAzqEPrrM1Lz7Wd1KeUjT2EwFVfxt6Vzjl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPenyerahan Piagam Penghargaan dalam Pengelolaan Arsip di Lingkungan BPS dengan Kategori AA Sangat Memuaskan\n\nPusdiklat BPS Meraih Piagam Penghargaan Pengelolaan Arsip dengan Nilai Audit Kearsipan Internal Kategori AA Sangat Memuaskan di Lingkungan Badan Pusat Statistik dengan nilai audit sebesar 93,10. Piagam Penghargaan tersebut diserahkan oleh Kepala Bagian Umum Pusdiklat BPS kepada Tim Arsiparis Pusdiklat BPS pada Senin (16/10) setelah acara Apel Pagi di Aula Pusdiklat BPS.\n\n“Semoga kedepannya dengan semangat kolaborasi yang bagus dalam pengelolaan arsip seperti ini, saya yakin Pusdiklat BPS bisa mendapatkan nilai maksimal. Ditambah lagi dengan akan adanya kegiatan pendampingan dari Tim ANRI, diharapkan nilai maksimal akan lebih cepat tercapai,” ujar Kepala Bagian Umum Pusdiklat BPS, Dr. Watekhi, dalam sambutannya saat penyerahan Piagam Penghargaan tersebut.\n\nPengelolaan Arsip adalah suatu proses pembuatan sarana bantu agar penemuan kembali arsip dapat dilakukan efektif dan efisien berdasarkan kaidah-kaidah kearsipan yang berlaku. Pengelolaan Arsip menjadi penting dilakukan karena apabila dokumen dikelola dengan tidak baik, akan mempunyai resiko yang besar terutama masalah keamanan dan kerahasiaan dokumen itu sendiri bagi organisasi.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyc3QJ7RIdb/?igshid=MTc4MmM1YmI2Ng==\nhttps://www.facebook.com/100063672908214/posts/pfbid0XoG2RngPvpcqt8gg5NrCxKKX8S7vWmFsb36g1f9HXAcVDKnB1kNPP7Ss3DPwbRqKl/?mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPenyerahan Piagam Penghargaan dalam Pengelolaan Arsip di Lingkungan BPS dengan Kategori AA Sangat Memuaskan\n\nPusdiklat BPS Meraih Piagam Penghargaan Pengelolaan Arsip dengan Nilai Audit Kearsipan Internal Kategori AA Sangat Memuaskan di Lingkungan Badan Pusat Statistik dengan nilai audit sebesar 93,10. Piagam Penghargaan tersebut diserahkan oleh Kepala Bagian Umum Pusdiklat BPS kepada Tim Arsiparis Pusdiklat BPS pada Senin (16/10) setelah acara Apel Pagi di Aula Pusdiklat BPS.\n\n“Semoga kedepannya dengan semangat kolaborasi yang bagus dalam pengelolaan arsip seperti ini, saya yakin Pusdiklat BPS bisa mendapatkan nilai maksimal. Ditambah lagi dengan akan adanya kegiatan pendampingan dari Tim ANRI, diharapkan nilai maksimal akan lebih cepat tercapai,” ujar Kepala Bagian Umum Pusdiklat BPS, Dr. Watekhi, dalam sambutannya saat penyerahan Piagam Penghargaan tersebut.\n\nPengelolaan Arsip adalah suatu proses pembuatan sarana bantu agar penemuan kembali arsip dapat dilakukan efektif dan efisien berdasarkan kaidah-kaidah kearsipan yang berlaku. Pengelolaan Arsip menjadi penting dilakukan karena apabila dokumen dikelola dengan tidak baik, akan mempunyai resiko yang besar terutama masalah keamanan dan kerahasiaan dokumen itu sendiri bagi organisasi.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cyc3QJ7RIdb/?igshid=MTc4MmM1YmI2Ng==\nhttps://www.facebook.com/100063672908214/posts/pfbid0XoG2RngPvpcqt8gg5NrCxKKX8S7vWmFsb36g1f9HXAcVDKnB1kNPP7Ss3DPwbRqKl/?mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembukaan Pelatihan Pranata Komputer Kategori Keahlian Angkatan X Tahun 2023 (BPSDMD Provinsi Kalimantan Selatan)\n\nBPSDMD Provinsi Kalimantan Selatan bekerja sama dengan Pusdiklat BPS menyelenggarakan Pembukaan Pelatihan Fungsional Pranata Komputer Kategori Keahlian Angkatan X Tahun Anggaran 2023 pada Senin (16/10) secara hybrid. Pelatihan ini diikuti oleh 30 peserta dari Kabupaten/Kota di Provinsi Kalimantan Selatan yang hadir secara luring di BPSDMD Kalsel. Kepala Pusdiklat BPS, Dr. Suntono, S.E., M.Si. hadir dalam pembukaan pelatihan ini secara daring.\n\nPLH Kepala Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Kalimantan Selatan, H. Ahmad Bagiawan, S.Pd., M.M. dalam sambutannya menyampaikan bahwa kebutuhan sektor pemerintahan dalam pelayanan publik di bidang teknologi informasi semakin tinggi sehingga Provinsi Kalimantan Selatan berupaya meningkatkan kompetensi SDM melalui pelatihan pranata komputer. Harapannya pelatihan ini bisa menjadi sarana bagi peserta untuk mengembangkan teknologi berbasis komputer secara maksimal. Hal ini sejalan dengan pesan yang disampaikan Suntono, yaitu agar peserta dapat meningkatkan kompetensi di bidang pranata komputer dan menjadikan pelatihan ini untuk menambah bekal ilmu dalam melaksanakan tugas dan fungsi pranata komputer di unit kerja.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cycn8FbRGZD/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0d7n6rKoia7w8M4krZAPrUXufjP2mEpk1mNLC3t9rmM8kuZDXYrA51rbtoJpx3nMsl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembukaan Pelatihan Pranata Komputer Kategori Keahlian Angkatan X Tahun 2023 (BPSDMD Provinsi Kalimantan Selatan)\n\nBPSDMD Provinsi Kalimantan Selatan bekerja sama dengan Pusdiklat BPS menyelenggarakan Pembukaan Pelatihan Fungsional Pranata Komputer Kategori Keahlian Angkatan X Tahun Anggaran 2023 pada Senin (16/10) secara hybrid. Pelatihan ini diikuti oleh 30 peserta dari Kabupaten/Kota di Provinsi Kalimantan Selatan yang hadir secara luring di BPSDMD Kalsel. Kepala Pusdiklat BPS, Dr. Suntono, S.E., M.Si. hadir dalam pembukaan pelatihan ini secara daring.\n\nPLH Kepala Badan Pengembangan Sumber Daya Manusia Daerah Provinsi Kalimantan Selatan, H. Ahmad Bagiawan, S.Pd., M.M. dalam sambutannya menyampaikan bahwa kebutuhan sektor pemerintahan dalam pelayanan publik di bidang teknologi informasi semakin tinggi sehingga Provinsi Kalimantan Selatan berupaya meningkatkan kompetensi SDM melalui pelatihan pranata komputer. Harapannya pelatihan ini bisa menjadi sarana bagi peserta untuk mengembangkan teknologi berbasis komputer secara maksimal. Hal ini sejalan dengan pesan yang disampaikan Suntono, yaitu agar peserta dapat meningkatkan kompetensi di bidang pranata komputer dan menjadikan pelatihan ini untuk menambah bekal ilmu dalam melaksanakan tugas dan fungsi pranata komputer di unit kerja.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/Cycn8FbRGZD/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0d7n6rKoia7w8M4krZAPrUXufjP2mEpk1mNLC3t9rmM8kuZDXYrA51rbtoJpx3nMsl&id=100063672908214&mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembelajaran Klasikal Pelatihan Dasar CPNS BPS Golongan II Angkatan ke-26 dan 27\n1 / 16\n\nPembelajaran Blended Learning pada Pelatihan Dasar (Latsar) CPNS BPS Tahun 2023 telah memasuki tahap akhir. Setelah melewati masa Pembelajaran Jarak Jauh dan Aktualisasi di unit kerja, para peserta Latsar CPNS Golongan II Angkatan ke-26 dan 27 memulai tahap pembelajaran klasikal di Pusdiklat BPS pada Senin (9/10).\n\nPembelajaran klasikal Latsar CPNS berlangsung selama 6 hari kerja dan terdiri dari beberapa rangkaian kegiatan seperti pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, juga seminar laporan aktualisasi.\n\nTahapan pembelajaran klasikal diakhiri dengan Upacara Api Semangat Bela Negara (ASBN) pada Sabtu (14/10). Kegiatan yang berlokasi di 5G Resort, Bogor, Jawa Barat ini merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill dan utamanya untuk membentuk karakter, sikap, dan perilaku peserta agar menjadi PNS yang profesional dan disiplin.\n\nDalam tahapan pembelajaran klasikal ini, peserta dituntut untuk dapat lebih menghargai waktu yang harapannya akan bermanfaat ketika mereka kembali ke lingkungan kerja masing-masing.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CybiLcWBYFh/?igshid=MTc4MmM1YmI2Ng==\nhttps://www.facebook.com/100063672908214/posts/pfbid02vPEXhZptHftdH5oYfqKYsBRNaMhD9D8pVxTjdj69BtaX3kRFfsERekpxJSa8Pfhpl/?mibextid=Nif5oz"
"","","","OCTOBER 16, 2023\nPembelajaran Klasikal Pelatihan Dasar CPNS BPS Golongan II Angkatan ke-26 dan 27\n1 / 16\n\nPembelajaran Blended Learning pada Pelatihan Dasar (Latsar) CPNS BPS Tahun 2023 telah memasuki tahap akhir. Setelah melewati masa Pembelajaran Jarak Jauh dan Aktualisasi di unit kerja, para peserta Latsar CPNS Golongan II Angkatan ke-26 dan 27 memulai tahap pembelajaran klasikal di Pusdiklat BPS pada Senin (9/10).\n\nPembelajaran klasikal Latsar CPNS berlangsung selama 6 hari kerja dan terdiri dari beberapa rangkaian kegiatan seperti pembinaan sikap perilaku, ceramah, pembelajaran agenda 2 dan 3, juga seminar laporan aktualisasi.\n\nTahapan pembelajaran klasikal diakhiri dengan Upacara Api Semangat Bela Negara (ASBN) pada Sabtu (14/10). Kegiatan yang berlokasi di 5G Resort, Bogor, Jawa Barat ini merupakan bagian dari pembelajaran Agenda Sikap Perilaku Bela Negara. Sejak pagi, kegiatan peserta diisi dengan berbagai permainan yang mengasah soft skill dan utamanya untuk membentuk karakter, sikap, dan perilaku peserta agar menjadi PNS yang profesional dan disiplin.\n\nDalam tahapan pembelajaran klasikal ini, peserta dituntut untuk dapat lebih menghargai waktu yang harapannya akan bermanfaat ketika mereka kembali ke lingkungan kerja masing-masing.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CybiLcWBYFh/?igshid=MTc4MmM1YmI2Ng==\nhttps://www.facebook.com/100063672908214/posts/pfbid02vPEXhZptHftdH5oYfqKYsBRNaMhD9D8pVxTjdj69BtaX3kRFfsERekpxJSa8Pfhpl/?mibextid=Nif5oz"
"","","","OCTOBER 13, 2023\nVisitasi Akreditasi LAN RI di Pusdiklat BPS\n1 / 9\n\n“Komitmen yang luar bisa dari Pusdikat BPS dalam mengawal mutu pelayanan terutama dalam pengembangan kompetensi ASN, mari bersama-sama mengawal dan mendukung kualitas penjaminan mutu pengembangan kompetensi,” ujar Kepala Pusat Pengembangan Kompetensi Teknis dan Sosial Kultural Aparatur Sipil Negara, Isti Heriyani sebagai ketua tim asesor akreditasi pada acara Visitasi Akreditasi LAN RI di Pusdiklat BPS pada Jumat (13/10) pagi.\n\nKegiatan visitasi ini merupakan tindak lanjut atas pengajuan akreditasi Pusdiklat BPS sebagai lembaga pengakreditasi lembaga pelatihan penyelenggara pelatihan pranata komputer dan statistisi. Selain itu, pengajuan akreditasi juga dilakukan untuk program pelatihan pranata komputer dan statistisi. BPS sebagai instansi pembina jabatan fungsional pranata komputer dan statistisi dapat mengambil peran dalam pengembangan kompetensi. Melalui akreditasi ini Pusdiklat BPS ke depan dapat mengakreditasi lembaga pelatihan lain dalam menyelengarakan pelatihan pranata komputer dan statistisi.\n\nSetelah sambutan dari Suntono, Kepala Pusdiklat BPS dan Isti Heriyani, acara dilanjutkan dengan paparan hasil verifikasi tim asessor. Selanjutnya, diselenggarakan wawancara dan observasi oleh tim asesor dengan alumni dan lembaga kerja sama, tim penjamin mutu dan widyaiswara, dan tim pengelola dan penyelenggara. Pada siang harinya, tim asesor melakukan room tour untuk melihat sarana dan prasarana Pusdiklat BPS. Rangkaian kegiatan visitasi diakhiri dengan penandatanganan berita acara dan penutupan.\n\n#PusdiklatBPS\n\nhttps://www.instagram.com/p/CyVvPXoRyJv/?igshid=MTc4MmM1YmI2Ng==\nhttps://m.facebook.com/story.php?story_fbid=pfbid0XXKAEVZzsDpGgTEF3hDHQg8BNs8FiTgwFucH4PuPAFuaxzvTSDX7vafXLweuL1jbl&id=100063672908214&mibextid=Nif5oz"
